Provider_N,Location,County,Address,City,State,Zip,MailingAdd,MailingCit,MailingSta,MailingZip,Email,Phone,LicenseCap,Operation_,Operatio_1,Hours_Open,Hours_Clos,Infant_0_T,Toddler_13,Preschool_,Pre_K_Serv,School_Age,Ages_Other,Accepts_Ch,Has_Evenin,Has_Drop_I,Has_School,Has_Transp,Has_Tran_1,Has_Cacfp,Accreditat,Program_Ty,Provider_T,Exemption_,Available_,Funded_Pre,QR_Partici,QR_Rated,QR_Rating,Region,addrstatus,addrtype,addrlocat
LSS-28484,Randolph County Board of Education Head Start,Randolph,214 Highland Avenue,Cuthbert,GA,"39840",214 Highland Avenue,Cuthbert,GA,"39840",fadara.clark@sowegak12.org,(229) 732-5039,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,Local School System,LSS,NA,"44","44",FALSE,FALSE,NA,SW,OK,ROOFTOP,"31.7759113,-84.7967774"
LSS-1058,Randolph Elementary,Fulton,5320 Campbellton Rd.  SW,Atlanta,GA,30331-7714,6201 Powers Ferry Rd NW,Atlanta,GA,"30339",wilsonm2@fultonschools.org,(470) 254-6520,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS,Local School System,LSS,NA,"44","44",FALSE,FALSE,NA,NW,OK,ROOFTOP,"33.7047897,-84.5608882"
CCLC-332,Razzles Kid Academy,Walton,4510 Lawrenceville Road,Loganville,GA,"30052",4510 Lawrenceville Road,Loganville,GA,"30052",bossrealty@att.net,(770) 554-1601,"194",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:00:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,NA,Child Care Learning Center,CCLC,NA,"22","22",TRUE,TRUE,"2",CE,OK,RANGE_INTERPOLATED,"33.837616,-83.8938975"
CCLC-39671,Reading World Academy,DeKalb,2491 Columbia Drive,Decatur,GA,30034-1770,2491 Columbia Drive,Decatur,GA,30034-1770,hilson7@aol.com,(404) 288-2721,"90",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:30:00,18:00:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,GAC,Child Care Learning Center,CCLC,NA,"22","22",TRUE,FALSE,NA,CE,OK,ROOFTOP,"33.71522,-84.2529234"
CCLC-335,Rebecca Blaylock Child Development Center II,Floyd,608 Graham Street,Rome,GA,"30165",608 Graham Street,Rome,GA,"30165",bcdc608@gmail.com,(706) 234-5159,"156",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV,MO TU WE TH FR,07:15:00,17:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,NA,Child Care Learning Center,CCLC,NA,"22","22",TRUE,FALSE,NA,NW,OK,ROOFTOP,"34.2702795,-85.2003325"
LSS-1097,Red Bud Elementary,Gordon,4151 Red Bud Rd.  NE,Calhoun,GA,30701-9611,4151 Red Bud Rd.  NE,Calhoun,GA,30701-9611,dbrock@gcbe.org,(706) 625-2111,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS,Local School System,LSS,NA,"66","66",FALSE,FALSE,NA,NW,OK,ROOFTOP,"34.5285254,-84.8410893"
LSS-1325,Redan Elementary,DeKalb,1914 Stone Mtn-Lithonia Road,Redan,GA,30074-9999,1914 Stone Mtn-Lithonia Road,Redan,GA,30074-9999,cathy_goolsby@Dekalbschoolsga.org,(678) 676-3502,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS,Local School System,LSS,NA,"22","22",FALSE,FALSE,NA,CE,OK,ROOFTOP,"33.745885,-84.13585599999999"
CCLC-336,Redding's Kids Academy,Carroll,882 Rockmart Road,Villa Rica,GA,"30180",882 Rockmart Road,Villa Rica,GA,"30180",sdgrammr@aol.com,(770) 459-6609,"223",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:00:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,NA,Child Care Learning Center,CCLC,NA,"44","44",TRUE,TRUE,"2",CW,OK,ROOFTOP,"33.7475409,-84.9309407"
CCLC-16953,Reflections Learning Academy,Paulding,4330 Ridge Road,Douglasville,GA,"30134",3510 West Stewarts Mill Rd.,Douglasville,GA,"30135",katrina078@aol.com,(770) 942-8736,"226",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:00:00,19:00:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,Child Care Learning Center,CCLC,NA,"44","44",TRUE,TRUE,"1",CW,OK,ROOFTOP,"33.8133923,-84.81968289999999"
CCLC-47407,Reflections Learning Academy #2,Paulding,4747 Old Cartersville Rd.,Dallas,GA,"30132",4747 Old Cartersville Rd.,Dallas,GA,"30132",katrina078@aol.com,(770) 505-8736,"195",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:00:00,19:00:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,Child Care Learning Center,CCLC,NA,"44","44",TRUE,TRUE,"2",CW,OK,ROOFTOP,"33.972034,-84.79873409999999"
LSS-480,Reidsville Elementary,Tattnall,147 Chandler Avenue,Reidsville,GA,"30453",P.O. Box 157,Reidsville,GA,"30453",dtucker@tattnall.k12.ga.us,(912) 557-6711,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS,Local School System,LSS,NA,"66","66",FALSE,FALSE,NA,SE,OK,ROOFTOP,"32.0851247,-82.111001"
CCLC-3563,Reidsville Head Start,Tattnall,26466 Hwy #23,Collins,GA,"30421",P O Box 1666,Reidsville,GA,"30453",atyson@coastalgacaa.org,(912) 693-2207,"52",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:00:00,17:00:00,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,NA,Child Care Learning Center,CCLC,NA,"22","22",TRUE,TRUE,"2",SE,OK,RANGE_INTERPOLATED,"32.1394446,-82.1193713"
LSS-17912,Renaissance Elementary,Fulton,7250 Hall Road,Fairburn,GA,"30213",6201 Powers Ferry Rd NW,Atlanta,GA,"30339",crosslinn@fultonschools.org,(470) 254-4320,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS,Local School System,LSS,NA,"42","42",FALSE,FALSE,NA,NW,OK,ROOFTOP,"33.6141756,-84.62790869999999"
CCLC-339,Rex Childcare & Early Learning Center,Clayton,6359 Highway 42,Rex,GA,"30273",6359 Highway 42,Rex,GA,"30273",bevknox@bellsouth.net,(770) 968-3848,"295",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:15:00,19:00:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,NECPA,Child Care Learning Center,CCLC,NA,"66","66",TRUE,TRUE,"2",CW,OK,ROOFTOP,"33.5790528,-84.2898011"
LSS-51095,Richmond Hill K-8,Richmond,3420 Julia Ave,Augusta,GA,"30906",3420 Julia Ave,Augusta,GA,"30906",middlco@boe.richmond.k12.ga.us,(706) 825-1266,NA,NA,NA,00:00:00,00:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Local School System,LSS,NA,"44","44",FALSE,FALSE,NA,CE,OK,ROOFTOP,"33.399353,-82.031027"
CCLC-49725,Richmond Hill Montessori Preschool,Bryan,2933 U/S. Highway 17,Richmond Hill,GA,"31324",2933 U/S. Highway 17,Richmond Hill,GA,"31324",catherine@richmondhillmontessoripreschool.com,(912) 756-4554,"288",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:30:00,18:15:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NAEYC,Child Care Learning Center,CCLC,NA,"88","88",TRUE,TRUE,"3",SE,OK,ROOFTOP,"31.9417372,-81.316131"
LSS-38584,Richmond Hill Primary School,Bryan,471 Frances Meeks Way,Richmond Hill,GA,"31324",471 Frances Meeks Way,Richmond Hill,GA,"31324",nhighsmith@bryan.k12.ga.us,(912) 459-5080,NA,JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,Local School System,LSS,NA,"132","132",FALSE,FALSE,NA,SE,OK,ROOFTOP,"31.9391375,-81.3116603"
LSS-29599,Ridge Road Primary School,Washington,285 Ridge Road,Sandersville,GA,"31082",285 Ridge Road,Sandersville,GA,"31082",dwansley@washington.k12.ga.us,(478) 552-6047,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS|GAC,Local School System,LSS,NA,"66","66",FALSE,FALSE,NA,SE,OK,ROOFTOP,"32.9683389,-82.7881341"
LSS-629,Rigdon Road Elementary,Muscogee,1320 Rigdon Road,Columbus,GA,"31906",1320 Rigdon Road,Columbus,GA,"31906",Robinson.Charleen.B@muscogee.k12.ga.us,(706) 565-2989,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS,Local School System,LSS,NA,"86","86",FALSE,FALSE,NA,SW,OK,ROOFTOP,"32.4736286,-84.94541699999999"
LSS-30752,Rincon Elementary School,Effingham,1703 Fort Howard Road,Rincon,GA,"31326",1703 Fort Howard Road,Rincon,GA,"31326",pdickey@effingham.k12.ga.us,(912) 826-5523,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS|GAC,Local School System,LSS,NA,"88","88",FALSE,FALSE,NA,SE,OK,ROOFTOP,"32.29627420000001,-81.20489570000001"
LSS-1390,Ringgold Primary School,Catoosa,340 Evitt Lane,Ringgold,GA,"30736",340 Evitt Lane,Ringgold,GA,"30736",ngurganus@catoosa.k12.ga.us,(706) 937-5437,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS|GAC,Local School System,LSS,NA,"64","64",FALSE,FALSE,NA,NE,OK,ROOFTOP,"34.9005002,-85.1416163"
CCLC-375,Rising Star Learning Center,Cobb,6736 Mableton Parkway,Mableton,GA,"30126",5877 Brookstone Walk,Acworth,GA,"30101",jlbwhitehead@yahoo.com,(770) 948-6387,"126",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:30:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,Child Care Learning Center,CCLC,NA,"66","66",TRUE,TRUE,"3",CW,OK,RANGE_INTERPOLATED,"33.7897457,-84.5507374"
CCLC-497,Rising Stars Kids Academy,DeKalb,6224 Hillandale Dr.,Lithonia,GA,"30058",6224 Hillandale Dr.,Lithonia,GA,"30058",elainemar_palmer@yahoo.com,(770) 981-8411,"107",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:00:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,Child Care Learning Center,CCLC,NA,"22","22",TRUE,TRUE,"1",CE,OK,ROOFTOP,"33.7072223,-84.1372267"
CCLC-36295,River Green Academy,Cherokee,200 River Green Ave.,Canton,GA,"30114",200 River Green Ave.,Canton,GA,"30114",rivergreen.academy@gmail.com,(770) 479-6729,"193",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:30:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,Child Care Learning Center,CCLC,NA,"66","66",TRUE,FALSE,NA,NW,OK,ROOFTOP,"34.214504,-84.5261919"
CCLC-377,River Oaks Day Care  Inc.,Cobb,5400 Floyd Road,Mableton,GA,"30126",5400 Floyd Road,Mableton,GA,"30126",riveroaksdaycare@bellsouth.net,(770) 941-6596,"75",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU TH FR,06:00:00,18:00:00,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,NA,Child Care Learning Center,CCLC,NA,"44","44",TRUE,TRUE,"2",CW,OK,ROOFTOP,"33.8228628,-84.5761385"
LSS-630,River Road Elementary,Muscogee,516 Heath Drive,Columbus,GA,"31904",516 Heath Drive,Columbus,GA,"31904",Bush.Philip.M@muscogee.k12.ga.us,(706) 748-3072,"0",NA,NA,00:00:00,00:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS,Local School System,LSS,NA,"44","44",FALSE,FALSE,NA,SW,OK,ROOFTOP,"32.512792,-84.985826"
LSS-16639,Riverdale Elementary,Clayton,6253 Garden Walk Blvd,Riverdale,GA,"30274",6253 Garden Walk Blvd,Riverdale,GA,"30274",Latonya.Paige@clayton.k12.ga.us,(770) 994-4015,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS|GAC,Local School System,LSS,NA,"22","22",FALSE,FALSE,NA,CW,OK,ROOFTOP,"33.5850886,-84.39239479999999"
LSS-15378,River's Edge Elementary,Clayton,205 Northbridge Road,Fayetteville,GA,"30215",205 Northbridge Road,Fayetteville,GA,"30215",monica.goree@clayton.k12.ga.us,(770) 460-2340,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS|GAC,Local School System,LSS,NA,"44","44",FALSE,FALSE,NA,CW,OK,ROOFTOP,"33.4204617,-84.38963749999999"
LSS-30984,Riverview Elementary School,Dawson,370 Dawson Forest Road W.,Dawsonville,GA,"30534",370 Dawson Forest Road,Dawsonville,GA,"30534",lstephenson@dawson.k12.ga.us,(706) 216-5812,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS,Local School System,LSS,NA,"42","42",FALSE,FALSE,NA,NE,OK,RANGE_INTERPOLATED,"34.3519507,-84.1172658"
LSS-1254,Roan Elementary,Whitfield,1116 Roan St.,Dalton,GA,"30721",1116 Roan St.,Dalton,GA,"30721",cindy.parrott@dalton.k12.ga.us,(706) 876-4350,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS,Local School System,LSS,NA,"44","44",FALSE,FALSE,NA,NE,OK,ROOFTOP,"34.775606,-84.9496453"
LSS-20514,Robert J. Burch Elementary,Fayette,330 Jenkins Road,Tyrone,GA,"30290",330 Jenkins Road,Tyrone,GA,"30290",howe.lisa@mail.fcboe.org,(770) 969-2820,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS|GAC,Local School System,LSS,NA,"22","22",FALSE,FALSE,NA,CW,OK,ROOFTOP,"33.494398,-84.5694678"
LSS-1326,Robert Shaw Elementary,DeKalb,385 Glendale Road,Scottdale,GA,"30079",385 Glendale Road,Scottdale,GA,"30079",katrina_k_massey@Dekalbschoolsga.org,(678) 676-6002,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS,Local School System,LSS,NA,"22","22",FALSE,FALSE,NA,CE,OK,ROOFTOP,"33.7858454,-84.25463099999999"
DOD-28485,Robins Child Development Program,Houston,755 10th Street,Robins AFB,GA,"31098",78 FSS/FSR  620 Ninth Street,Robins AFB,GA,"31098",Shantel.Chapman@us.af.mil,(478) 926-5805,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NAEYC|COA,Department of Defense,DOD,NA,"22","22",FALSE,FALSE,NA,SW,OK,RANGE_INTERPOLATED,"32.5988301,-83.58812739999999"
LSS-39,Rock Chapel Elementary,DeKalb,1130 Rock Chapel Rd.,Lithonia,GA,30058-5886,1130 Rock Chapel Rd.,Lithonia,GA,30058-5886,Lisa_Green@dekalbschoolsga.org,(678) 676-3802,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS,Local School System,LSS,NA,"22","22",FALSE,FALSE,NA,CE,OK,ROOFTOP,"33.7597091,-84.07962479999999"
LSS-28494,Rock Spring Elementary,Walker,372 Highway 95,Rock Spring,GA,"30739",372 Highway 95,Rock Spring,GA,"30739",kandygilstrap@walkerschools.org,(706) 764-1383,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS,Local School System,LSS,NA,"44","44",FALSE,FALSE,NA,NW,OK,ROOFTOP,"34.8153702,-85.2390358"
LSS-1327,Rockbridge Elementary,DeKalb,445 Halwick Way,Stone Mountain,GA,30083-4381,445 Halwick Way,Stone Mountain,GA,30083-4381,derrick_brown@Dekalbschoolsga.org,(678) 676-6102,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS,Local School System,LSS,NA,"22","22",FALSE,FALSE,NA,CE,OK,ROOFTOP,"33.7886728,-84.1983607"
LSS-37494,Rockdale Career Academy,Rockdale,1064 Culpepper Drive,Conyers,GA,"30094",1064 Culpepper Drive,Conyers,GA,"30094",pcoop@rockdale.k12.ga.us,(770) 388-5677,NA,JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NAEYC,Local School System,LSS,NA,"40","40",FALSE,FALSE,NA,CE,OK,ROOFTOP,"33.64816,-84.02196289999999"
GAHS-34891,Rockmart ECDC,Polk,312 South Piedmont Avenue,Rockmart,GA,"30153",312 South Piedmont Avenue,Rockmart,GA,"30153",donnas@tallatoonacap.org,(770) 684-5770,NA,JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,14:30:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,GA Head Start,GAHS,NA,"22","22",TRUE,TRUE,"2",NW,OK,ROOFTOP,"33.99330450000001,-85.04092399999999"
LSS-15874,Rocky Plains Elementary,Newton,5300 Highway 162,Covington,GA,"30016",5300 Highway 162,Covington,GA,"30016",crews.millicent@newton.k12.ga.us,(770) 787-1330,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS,Local School System,LSS,NA,"44","44",FALSE,FALSE,NA,CE,OK,ROOFTOP,"33.4307888,-83.8978052"
LSS-25527,Ronald E. McNair Discovery Learning Academy,DeKalb,2162 Second Avenue,Decatur,GA,"30032",2162 Second Avenue,Decatur,GA,"30032",shaun_wells@Dekalbschoolsga.org,(678) 875-3402,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS,Local School System,LSS,NA,"44","44",FALSE,FALSE,NA,CE,OK,ROOFTOP,"33.7272193,-84.30696209999999"
LSS-1378,Roopville Elementary,Carroll,60 Old Carrollton Rd.,Roopville,GA,30170-2125,60 Old Carrollton Rd.,Roopville,GA,30170-2125,cherri.leblanc@carrollcountyschools.com,(770) 854-4421,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS,Local School System,LSS,NA,"44","44",FALSE,FALSE,NA,CW,OK,ROOFTOP,"33.4621735,-85.13137689999999"
CCLC-30918,Rosebud Child Development Center,Gwinnett,550 Grayson Pkwy.,Grayson,GA,"30017",550 Grayson Pkwy.,Grayson,GA,"30017",rosebudcdc@gmail.com,(678) 694-1679,"121",JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC,MO TU WE TH FR,06:00:00,18:30:00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,Child Care Learning Center,CCLC,NA,"22","22",TRUE,TRUE,"1",NE,OK,ROOFTOP,"33.891474,-83.9606795"
LSS-199,Rosemont Elementary,Troup,4679 Hamilton Rd.,LaGrange,GA,30240-9044,4679 Hamilton Rd.,LaGrange,GA,30240-9044,graysonm@troup.org,(706) 812-7954,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS,Local School System,LSS,NA,"44","44",FALSE,FALSE,NA,CW,OK,ROOFTOP,"32.961049,-84.9489059"
LSS-220,Rossville Elementary School,Walker,1250 Wilson Road,Rossville,GA,"30741",1250 Wilson Road,Rossville,GA,"30741",courtneygadd@walkerschools.org,(706) 866-5901,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS,Local School System,LSS,NA,"22","22",FALSE,FALSE,NA,NW,OK,ROOFTOP,"34.97574700000001,-85.30906200000001"
LSS-28463,Roswell North Elementary,Fulton,10525 Woodstock Road,Roswell,GA,"30075",10525 Woodstock Road,Roswell,GA,"30075",conwayl@fultonschools.org,(470) 254-6320,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS,Local School System,LSS,NA,"44","44",FALSE,FALSE,NA,NW,OK,ROOFTOP,"34.0378864,-84.3686189"
LSS-1328,Rowland Elementary,DeKalb,1317 S. Indian Creek Dr.,Stone Mountain,GA,30083-5220,1317 S. Indian Creek Dr.,Stone Mountain,GA,30083-5220,vanessa_jones@dekalbschoolsga.org,(678) 676-6202,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS,Local School System,LSS,NA,"22","22",FALSE,FALSE,NA,CE,OK,RANGE_INTERPOLATED,"33.758435,-84.2232195"
LSS-708,Russell Elementary,Houston,101 Patriot Way,Warner Robins,GA,31088-5652,101 Patriot Way,Warner Robins,GA,31088-5652,beth.stuerman@hcbe.net,(478) 929-7830,"0",JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,SACS,Local School System,LSS,NA,"44","44",FALSE,FALSE,NA,SW,OK,ROOFTOP,"32.596699,-83.635346"
LSS-37475,Ruth Hill Elementary,Coweta,57 Sunset Lane,Newnan,GA,"30263",57 Sunset Lane,Newnan,GA,"30263",aaron.corley@cowetaschools.org,(770) 254-2895,NA,JAN FEB MAR APR MAY AUG SEP OCT NOV DEC,MO TU WE TH FR,07:30:00,15:00:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,Local School System,LSS,NA,"22","22",FALSE,FALSE,NA,CW,OK,ROOFTOP,"33.3730735,-84.8169527"
